entry_id,country,participating_adults,non_participating_adults,participating_juniors,non_participating_juniors,booking_entry,stay_accomodation,event_organisation_rating,organisation_comments,course_planning_rating,planning_comments,social_programme_rating,programme_comments,event_comments,livestream_awareness,livestream_rating,website_provision_rating,event_info_rating,followed_via_social,social_media_content,improvement_comments,authority,transport_to_area,overnight_stay_location,transport_to_event,age,total_people,longitude,latitude
580,Other UK,2,0,0,0,Very easy,self-catered,Excellent,Previous question: I have no idea exactly how many 6 Days I have been to but box does not allow me to put in an approximation - hate questions that do not allow anything other than exact figure.  I often give up submitting questionnaires for this reason.,Excellent,Not enough legs with route choice even though available,Not interested in social programme,NA,The more short formats there are the less it is worth travelling from Devon for the event - to me a 30 minute event (or sprint) is not worth it.,Yes,NA,Excellent,Excellent,Yes,Excellent,great shame there was no printed daily news - i suspect many competitors were not aware of important information,NA,car,"lochearnhead, perth, pitlochry",bus,41-60,2,NA,NA
581,Other UK,1,0,0,0,Easy,with friends,Good,Campsite - not enough showers,Good,Light green was harder than expected   Decision re day 2 was not good husband very upset as he was penalised for others not following instructions,Good,Too many people at ceilidh not easy to ������,NA,Yes,Excellent,Good,Average,No,NA,NA,NA,car,comrie,car,21-40,1,NA,NA
582,Other UK,5,0,0,0,Average,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,comrie croft,car,21-40,5,NA,NA
583,Scotland,1,1,0,2,Very easy,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,NA,Excellent,Excellent,No,NA,the event was excellent. nothing further to add.,aberdeen,car,buchanty,car,> 60,2,-2.20397997,57.1669693
584,Other UK,8,0,0,0,Easy,campsite,Excellent,"We were blown away by the organisation of the event. It was excellent. We knew we could get in the car and put in the postcode on the program and pick up sign posts as we got close. It was clear how long each walk was to start / assembly. We found everyone so friendly and helpful. Not a bad word to say, all full of praise for everyone who worked so hard to make it such an enjoyable week.",Excellent,NA,Not interested in social programme,We really liked the wildlife talk,We liked that the only urban was optional. Please keep it that way.,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,sma glen,car,> 60,8,NA,NA
585,Other UK,3,0,0,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Not interested in social programme,NA,NA,Yes,Excellent,Excellent,Excellent,No,NA,NA,NA,car,crieff,bus,41-60,3,NA,NA
586,Other Europe,1,1,0,0,Average,hotel/B&B,Excellent,Split arenas - i.e. traders etc not in same place as finish - not ideal but ok given the good weather,Excellent,Issue with the river crossing on Day 2 Day 4 rather straight forward,Good,NA,NA,Yes,Excellent,Excellent,Excellent,No,NA,NA,scottish borders,car,"buchanty, glenalmond",bus,< 21,4,-2.85865998,55.52593994
587,Other UK,2,0,3,0,Easy,campsite,Excellent,NA,Good,NA,Good,NA,NA,Yes,Good,Average,Excellent,Yes,Good,NA,NA,car,aberfeldy,bus,41-60,5,NA,NA
588,Other UK,9,0,2,0,Easy,self-catered,Excellent,NA,Good,"Planning was great, but Day 4 was a boring area from a navigational perspective.  M55L was more like a fell race where navigational skills were required.",Average,"Probably good, but it was too far away to try it.",NA,Yes,NA,Good,Average,No,NA,NA,NA,train,aberfeldy,bus,> 60,13,NA,NA
589,Other UK,2,0,0,0,Very easy,campsite,Good,Wonderful Volunteers!!!,Excellent,NA,Good,NA,NA,Yes,NA,Good,Good,No,NA,NA,glasgow,car,crieff,bus,41-60,2,-4.21478987,55.87649155
590,Other Europe,2,0,0,0,Very easy,hotel/B&B,Excellent,campsite had no system for recognising who had paid so I think a lot of people used site but without paying,Excellent,NA,Not interested in social programme,NA,NA,Yes,Poor,Excellent,Excellent,No,NA,NA,NA,car,comrie,car,> 60,2,NA,NA
591,Scotland,8,0,4,0,Easy,own home,Good,very well organised. Only the first day no one knew what was happening about club tents. Would be helpful if possible to have transfers from day to day.,Good,only issue was the leg voided because people crossed the river. Enough said already. Some parts of the older courses e.g. M80 were very tough physically. All route choices should be considered. Fine for some but not all especially for southerners who don't come from a hilly part of the country!,Not interested in social programme,Enjoyed the Ceilidh very much especially the atmospheric barn and location.,Worked well. not too far to travel and decent walks to the starts.,Yes,Good,Average,Good,No,NA,"keep the lovely weather! an excellent event and really enjoyed each day, the courses, arenas and standard of organisation. well done.  livestream was difficult to access so didn't see much.",NA,car,dunning,car,41-60,16,NA,NA
592,Rest of the World,1,0,0,0,Very easy,own home,Excellent,Well done to all concerned.,Excellent,"In order to ensure that oob areas are not entered/ crossed place controls on crossing points. Day 4 area was poor. The rest day sprint race was labelled as urban/ park but some courses were just a park race, which was most disappointing.",Excellent,The meal and music evening was very enjoyable.,All results should count to the overall results.,Yes,NA,Excellent,Excellent,No,NA,NA,NA,air,perth,bus,41-60,1,NA,NA
593,Scotland,2,0,0,0,Very easy,self-catered,Excellent,NA,Excellent,NA,Excellent,NA,NA,Yes,Good,Good,Good,Yes,Good,NA,NA,car,crime 20 shilling campsite,car,> 60,2,NA,NA
594,Other UK,18,0,4,4,Easy,self-catered,Excellent,NA,Good,NA,Good,NA,NA,No,Average,Good,Good,Yes,Average,"info delivered by varied media. ok. but could there be really clear signposting from one main hub, ie website? to results, day details and daily newsletter in particular.",NA,car,comrie croft,car,> 60,16,NA,NA
595,Other UK,7,0,0,0,Very easy,self-catered,Excellent,NA,Average,NA,Not interested in social programme,NA,NA,Yes,NA,Good,Good,No,NA,NA,NA,car,fortingall,car,> 60,7,NA,NA
596,Scotland,2,0,3,0,Average,campsite,Good,NA,Excellent,Day 1 hard,Excellent,NA,NA,Yes,NA,Good,Excellent,Yes,Excellent,NA,edinburgh,car,comrie,car,41-60,5,-3.27825999,55.91119003
597,Other UK,6,2,0,0,Very easy,self-catered,Excellent,NA,Good,Some days better than others!,Not interested in social programme,Didn't access social programme due to distance to accommodation,Sprint race on Wednesday was excellent!,Yes,NA,Good,Good,No,NA,arena wifi intermittent!  great to watch results coming in on phone during the event.,NA,car,dunkeld,car,> 60,7,NA,NA
598,Other UK,3,0,0,0,Easy,self-catered,Excellent,NA,Good,NA,Good,NA,NA,Yes,Good,Good,Average,No,NA,NA,NA,car,braco,car,41-60,3,NA,NA
599,Scotland,2,0,0,0,Very easy,hotel/B&B,Excellent,Really well planned event,Good,NA,Good,NA,NA,Yes,NA,Excellent,Good,No,NA,NA,NA,car,dunkeld,car,41-60,2,NA,NA
600,Other UK,2,0,0,0,Very easy,self-catered,Excellent,NA,Good,Some days for W70 too short,Not interested in social programme,NA,NA,Yes,NA,Good,Good,No,NA,NA,NA,car,creif,car,> 60,2,NA,NA
601,Other UK,1,0,0,0,Very easy,self-catered,Excellent,NA,Good,NA,Not interested in social programme,NA,NA,Yes,Good,Excellent,Excellent,No,NA,would have been happy to pay for club tent transfer especially in the light of some of the long treks in. appreciate the effort put into finding parking for motorhomes.,NA,car,comrie,car,> 60,1,NA,NA
602,Scotland,2,9,0,0,Very easy,self-catered,Excellent,NA,Average,NA,Average,NA,NA,Yes,Good,Excellent,Excellent,Yes,Good,results service was fantastic. well done!,NA,car,crieff,car,> 60,11,NA,NA
603,Other UK,1,1,2,0,Very easy,campsite,Excellent,NA,Excellent,Start banner in wrong place on Green start cost me 8 minutes for 1st control.,Not interested in social programme,NA,NA,Yes,Excellent,Excellent,Good,Yes,Excellent,did not have wi-fi on campsite so could not access daily news and results away from competition area.,NA,car,"dalveich,kinloch",car,41-60,4,NA,NA
604,Scotland,2,0,2,0,Very easy,campsite,Excellent,Good clear pre-event details allowed us to organise family starts carefully.,Good,I really enjoyed the technical courses.,Not interested in social programme,We enjoyed the ceilidh.,"Still not sure about the new points scoring system, but definitely keep the 4 out of 6 results.",Yes,Excellent,Good,Good,Yes,Good,"for those with young juniors, getting them to a separate start in the same start-time block as us meant an added logistical challenge. obviously difficult to achieve with the numbers involved and all the other restrictions, but if you could start the kids and then have a reasonable time to get to a different start, without anyone having to wait too long that would be great. i abandoned my 10 year old at her start with a 30min wait to make sure i got to mine. she was happy, but in the pouring rain it might have been a different story. however, we had a great week, this is just a minor improvement. thanks.",NA,car,aberfeldy,car,41-60,4,NA,NA
605,Other UK,2,0,2,0,Very easy,self-catered,Good,NA,Excellent,NA,Excellent,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,comrie and stirling,car,41-60,4,NA,NA
606,Other UK,5,0,0,0,Very easy,campsite,Excellent,NA,Good,NA,Not interested in social programme,NA,NA,Yes,NA,Good,Good,Yes,Excellent,NA,NA,car,comrie,car,41-60,5,NA,NA
607,Other UK,1,0,0,0,Very easy,hotel/B&B,Excellent,NA,Good,NA,Good,NA,NA,Yes,Good,Excellent,Excellent,No,NA,NA,NA,car,killin,car,41-60,1,NA,NA
608,Other UK,16,0,0,0,Very easy,self-catered,Excellent,NA,Good,NA,Not interested in social programme,NA,NA,Yes,Good,Good,Excellent,No,NA,NA,NA,car,perth,car,> 60,16,NA,NA
609,Other UK,2,0,0,0,Very easy,campsite,Average,NA,Good,NA,Good,NA,NA,Yes,NA,Excellent,Excellent,No,NA,NA,NA,car,stirling university,car,> 60,2,NA,NA
610,Other Europe,2,0,0,0,Easy,self-catered,Excellent,NA,Excellent,Culteuchar was a poor choice of area. Edinchip and Dundurn were superb new areas. Very pleasantly surprised by Grandtully too.  Planning was very high quality.,Good,NA,NA,Yes,Good,Excellent,Excellent,Yes,Excellent,NA,perth and kinross,air,comrie,car,21-40,2,-3.88479996,56.57529068
611,Other UK,1,1,0,0,Easy,campsite,Excellent,"Would have been excellent, but let down by poor organisation of the event campsite. I don't believe it was the fault of Comrie Croft. Despite booking through Fabian we, along with many others, were not on the list when we arrived. The CC people coped admirably but were not expecting as many campers and the facilities were not really up to the numbers. I think the 6 Days organisers should have had a rep on site to liaise/help CC.",Excellent,NA,Good,NA,NA,Yes,Good,Excellent,Excellent,No,NA,the tracking i saw was not correctly synced with the map so it was pointless and i gave up looking at it.  i don't understand the point of livestream and personally i wouldn't want to be tracked.,moray,car,comrie croft,bus,< 21,1,-3.20186996,57.47682953
612,Other UK,2,0,0,0,Very easy,campsite,Good,I never like long walks to the start but not much you can do to get to decent start position and given limitations on where parking can be.,Excellent,NA,Not interested in social programme,NA,NA,Yes,NA,Good,Excellent,No,NA,NA,NA,car,edinburgh,car,> 60,2,NA,NA
613,Scotland,3,0,0,0,Very easy,hostel,Excellent,NA,Excellent,NA,Excellent,NA,NA,Yes,Good,Excellent,Excellent,Yes,Average,NA,NA,car,comrie croft,car,41-60,3,NA,NA
614,Other UK,2,0,1,0,Very easy,self-catered,Excellent,"Very good, blessed by some great weather",Good,NA,Not interested in social programme,NA,NA,Yes,Good,Excellent,Excellent,No,NA,NA,NA,car,killin,car,> 60,3,NA,NA
